run_dir,epoch,global_step,state_path,config_source,notes,run_id,status,family,loss_config,objective,model_target,vlm,initial_checkpoint,resume_from,learning_rate,lr_multipliers,dataset_class,dataset_root,clip_filter,annotations,chunks,cameras,timing,route_in_prompt,camera_ids,frame_numbers,eval_count
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/blockfr_smoke3,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/blockfr_smoke3/config.yaml,,blockfr_smoke3,excluded: below one epoch / no completion evidence,VLM cache / block / field distillation and CE controls,"{""kd"": {""block_freerun_layers"": 0, ""block_freerun_weight"": 1.0, ""block_timestep"": ""beta"", ""block_weight"": 1.0, ""ce_weight"": 0.0, ""kd_temperature"": 1.0, ""kd_weight"": 0.0, ""kv_align"": ""direct"", ""kv_layerwise_std"": true, ""kv_loss_type"": ""l1"", ""kv_weight"": 0.0, ""log_kv_regions"": true}}","1*block; t=beta, span=1",alpamayo1_5_distill.models.kd_model.KDReasoningVLA.from_pretrained_vlm,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,1e-05,"{""vlm.model.visual"": 0.1}",alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-120,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/blockfr_smoke4,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/blockfr_smoke4/config.yaml,,blockfr_smoke4,excluded: below one epoch / no completion evidence,VLM cache / block / field distillation and CE controls,"{""kd"": {""block_freerun_layers"": 0, ""block_freerun_weight"": 1.0, ""block_timestep"": ""beta"", ""block_weight"": 1.0, ""ce_weight"": 0.0, ""kd_temperature"": 1.0, ""kd_weight"": 0.0, ""kv_align"": ""direct"", ""kv_layerwise_std"": true, ""kv_loss_type"": ""l1"", ""kv_weight"": 0.0, ""log_kv_regions"": true}}","1*block; t=beta, span=1",alpamayo1_5_distill.models.kd_model.KDReasoningVLA.from_pretrained_vlm,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,1e-05,"{""vlm.model.visual"": 0.1}",alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-120,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_bs2,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_bs2/config.yaml,,expert_on_student_bs2,excluded: below one epoch / no completion evidence,Expert-on-student / supervised controls,"{""cotrain_vlm"": false}",Supervised action flow matching; VLM frozen (EoS control),alpamayo1_5_distill.models.stitched_model.TrainableStitchedAlpamayoR1.from_student,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,2e-05,{},alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-120,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_bs4,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_bs4/config.yaml,,expert_on_student_bs4,excluded: below one epoch / no completion evidence,Expert-on-student / supervised controls,"{""cotrain_vlm"": false}",Supervised action flow matching; VLM frozen (EoS control),alpamayo1_5_distill.models.stitched_model.TrainableStitchedAlpamayoR1.from_student,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,2e-05,{},alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-120,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_smoke,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/expert_on_student_smoke/config.yaml,,expert_on_student_smoke,excluded: below one epoch / no completion evidence,Expert-on-student / supervised controls,"{""cotrain_vlm"": false}",Supervised action flow matching; VLM frozen (EoS control),alpamayo1_5_distill.models.stitched_model.TrainableStitchedAlpamayoR1.from_student,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,2e-05,{},alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-120,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/freerun_probe,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/freerun_probe/config.yaml,,freerun_probe,excluded: below one epoch / no completion evidence,VLM cache / block / field distillation and CE controls,"{""kd"": {""block_timestep"": ""beta"", ""block_weight"": 1.0, ""ce_weight"": 0.0, ""kd_temperature"": 1.0, ""kd_weight"": 0.0, ""kv_align"": ""direct"", ""kv_layerwise_std"": true, ""kv_loss_type"": ""l1"", ""kv_weight"": 0.0, ""log_kv_regions"": true}}","1*block; t=beta, span=1",alpamayo1_5_distill.models.kd_model.KDReasoningVLA.from_pretrained_vlm,/data/achahe/alpasim/huggingface/hub/models--Qwen--Qwen3-VL-4B-Instruct/snapshots/ebb281ec70b05090aa6165b016eac8ec08e71b17,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_4b_blockrandt_e3_lcdrive/checkpoint-4794,,1e-12,"{""vlm.model.visual"": 0.1}",alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-3146,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/lrtest_1e-4,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/lrtest_1e-4/config.yaml,,lrtest_1e-4,excluded: below one epoch / no completion evidence,VLM cache / block / field distillation and CE controls,"{""kd"": {""block_timestep"": ""beta"", ""block_weight"": 1.0, ""ce_weight"": 0.0, ""kd_temperature"": 1.0, ""kd_weight"": 0.0, ""kv_align"": ""direct"", ""kv_layerwise_std"": true, ""kv_loss_type"": ""l1"", ""kv_weight"": 0.0, ""log_kv_regions"": true}}","1*block; t=beta, span=1",alpamayo1_5_distill.models.kd_model.KDReasoningVLA.from_pretrained_vlm,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_2b_block2b_lcdrive/checkpoint-3500,,0.0001,"{""vlm.model.visual"": 0.1}",alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-3146,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/lrtest_5e-5,0,0,,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/lrtest_5e-5/config.yaml,,lrtest_5e-5,excluded: below one epoch / no completion evidence,VLM cache / block / field distillation and CE controls,"{""kd"": {""block_timestep"": ""beta"", ""block_weight"": 1.0, ""ce_weight"": 0.0, ""kd_temperature"": 1.0, ""kd_weight"": 0.0, ""kv_align"": ""direct"", ""kv_layerwise_std"": true, ""kv_loss_type"": ""l1"", ""kv_weight"": 0.0, ""log_kv_regions"": true}}","1*block; t=beta, span=1",alpamayo1_5_distill.models.kd_model.KDReasoningVLA.from_pretrained_vlm,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_kd_2b_block2b_lcdrive/checkpoint-3500,,5e-05,"{""vlm.model.visual"": 0.1}",alpamayo.data.pai.PAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,,0-3146,"[0, 1, 2, 3]",default keyframe,False,True,True,0
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt01_nav_e2_bs32_20260830,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt01_nav_e2_bs32_20260830/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt01_nav_e2_bs32_20260830/config.yaml,,output_cd_eos2b_endpoint_gt01_nav_e2_bs32_20260830,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.1, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.1*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt03_nav_e2_bs32_20260830,2.0,3126,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt03_nav_e2_bs32_20260830/checkpoint-3126/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt03_nav_e2_bs32_20260830/config.yaml,,output_cd_eos2b_endpoint_gt03_nav_e2_bs32_20260830,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.3, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.3*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,2
/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_nav_e2_bs32_20260830,3.0,4689,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_nav_e2_bs32_20260830/checkpoint-4689/trainer_state.json,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_nav_e2_bs32_20260830/config.yaml,,output_cd_eos2b_endpoint_gt05_nav_e2_bs32_20260830,included,Consistency / endpoint distillation,"{""cd"": {""cd_weight"": 0.0, ""m_rungs"": 10, ""metric"": ""mse"", ""normalizer"": 1.0, ""student_prune_layers"": null, ""teacher_num_layers"": 28, ""teacher_source"": ""cached_full"", ""x0_gt_normalizer"": 1.0, ""x0_gt_weight"": 0.5, ""x0_source"": ""gt"", ""x0_teacher_weight"": 1.0}, ""cotrain_vlm"": false, ""stop_grad_from_vlm"": true}",0*CD + 1*teacher endpoint + 0.5*GT endpoint; teacher=cached_full,alpamayo1_5_distill.models.consistency_expert.ConsistencyExpertVLA.from_eos_checkpoint,/data/achahe/alpasim/huggingface/hub/Cosmos-Reason2-2B,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_eos_2b_nav_e3_clean_maskfix_e2_lcdrive/checkpoint-4168,/data/achahe/alpamayo-recipes/recipes/alpamayo1_5_distill/training/output_cd_eos2b_endpoint_gt05_nav_e2_bs32_20260830/checkpoint-3126,2e-05,{},alpamayo1_5_distill.data.camera_subset.CameraSubsetPAIDataset,/data/datasets/physical_ai_av/,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/lcdrive_train_clip_uuids.txt,/data/datasets/physical_ai_av/lcdrive_physicalai_av_manifests/nav_lcdrive_train_anchors_50k_turnpreserved.json,0-3146,"[1, 3]",annotation anchored,True,True,True,7
